Vertices,Edge %,Chromatic Number,Exec Time,Basic Operations,Configurations Tested,Precision
207,15990 (75%),55,937.7375,2659921,103500,
208,2691 (12.5%),12,205.2805,444387,104000,
208,5382 (25%),18,381.1567,797171,104000,
208,10764 (50%),34,582.6743,1574716,104000,
208,16146 (75%),55,848.4840,2687254,104000,
209,2717 (12.5%),11,211.7620,448651,104500,
209,5434 (25%),19,358.9697,802998,104500,
209,10868 (50%),34,613.2452,1587775,104500,
209,16302 (75%),56,895.3660,2695035,104500,
210,2743 (12.5%),11,191.6711,450209,105000,
210,5486 (25%),18,318.4431,812393,105000,
210,10972 (50%),34,578.7425,1596479,105000,
210,16458 (75%),57,850.6222,2721361,105000,
211,2769 (12.5%),11,192.9977,455770,105500,
211,5538 (25%),18,320.3938,814587,105500,
211,11077 (50%),34,583.6644,1602333,105500,
211,16616 (75%),56,979.0049,2745472,105500,
212,2795 (12.5%),11,200.5715,456832,106000,
212,5591 (25%),19,329.2494,824057,106000,
212,11183 (50%),35,610.9283,1624762,106000,
212,16774 (75%),57,923.2905,2790517,106000,
213,2822 (12.5%),12,217.4668,466180,106500,
213,5644 (25%),19,338.4793,828809,106500,
213,11289 (50%),34,617.6169,1640288,106500,
213,16933 (75%),55,923.9469,2792560,106500,
214,2848 (12.5%),12,196.8119,467169,107000,
214,5697 (25%),19,338.6579,838368,107000,
214,11395 (50%),35,676.8444,1657971,107000,
214,17093 (75%),57,936.2817,2821651,107000,
215,2875 (12.5%),12,242.6558,469352,107500,
215,5751 (25%),19,362.7429,845656,107500,
215,11502 (50%),35,619.6814,1667442,107500,
215,17253 (75%),57,941.0975,2825907,107500,
216,2902 (12.5%),12,206.5558,473124,108000,
216,5805 (25%),19,352.6092,851547,108000,
216,11610 (50%),35,723.0885,1681110,108000,
216,17415 (75%),58,1007.8599,2882050,108000,
217,2929 (12.5%),12,236.2077,477709,108500,
217,5859 (25%),19,420.9750,857194,108500,
217,11718 (50%),35,747.5908,1697861,108500,
217,17577 (75%),57,948.7257,2890208,108500,
218,2956 (12.5%),12,205.5702,479362,109000,
218,5913 (25%),19,340.2562,862758,109000,
218,11826 (50%),35,660.2857,1709608,109000,
218,17739 (75%),59,973.8140,2927159,109000,
219,2983 (12.5%),11,218.7214,483658,109500,
219,5967 (25%),19,338.8793,872720,109500,
219,11935 (50%),35,728.1241,1717651,109500,
219,17903 (75%),58,962.1408,2959270,109500,
220,3011 (12.5%),12,225.3113,491441,110000,
220,6022 (25%),19,364.0749,881029,110000,
220,12045 (50%),35,768.0912,1732486,110000,
220,18067 (75%),56,1011.7772,2969958,110000,
221,3038 (12.5%),12,239.2919,494146,110500,
221,6077 (25%),18,355.5019,888546,110500,
221,12155 (50%),35,631.0549,1752202,110500,
221,18232 (75%),59,921.3018,2986429,110500,
222,3066 (12.5%),12,208.5564,498533,111000,
222,6132 (25%),20,348.5827,898869,111000,
222,12265 (50%),36,632.1919,1770432,111000,
222,18398 (75%),59,927.2022,3005444,111000,
223,3094 (12.5%),12,207.3746,502779,111500,
223,6188 (25%),20,349.5169,905227,111500,
223,12376 (50%),36,635.2143,1784111,111500,
223,18564 (75%),59,932.4019,3038981,111500,
224,3122 (12.5%),12,210.1033,504014,112000,
224,6244 (25%),20,352.4809,911096,112000,
224,12488 (50%),36,642.1494,1794692,112000,
224,18732 (75%),58,941.6878,3081988,112000,
225,3150 (12.5%),12,211.6988,511392,112500,
225,6300 (25%),20,356.1974,919011,112500,
225,12600 (50%),36,663.7535,1797955,112500,
225,18900 (75%),59,952.9650,3086713,112500,
226,3178 (12.5%),12,211.4987,516364,113000,
226,6356 (25%),20,356.4594,925856,113000,
226,12712 (50%),35,652.6263,1830974,113000,
226,19068 (75%),59,958.2784,3122228,113000,
227,3206 (12.5%),12,214.3462,515771,113500,
227,6412 (25%),20,360.9869,930897,113500,
227,12825 (50%),36,659.1558,1841517,113500,
227,19238 (75%),61,966.1548,3150831,113500,
228,3234 (12.5%),12,216.1324,521849,114000,
228,6469 (25%),20,363.4334,937255,114000,
228,12939 (50%),36,663.6209,1861696,114000,
228,19408 (75%),59,973.1145,3172965,114000,
229,3263 (12.5%),12,215.2548,524674,114500,
229,6526 (25%),20,363.8177,939491,114500,
229,13053 (50%),36,666.0402,1870839,114500,
229,19579 (75%),60,977.6773,3186599,114500,
230,3291 (12.5%),12,218.9617,532985,115000,
230,6583 (25%),20,367.2721,952175,115000,
230,13167 (50%),37,672.1163,1884029,115000,
230,19751 (75%),60,986.0113,3197310,115000,
231,3320 (12.5%),12,219.4867,529701,115500,
231,6641 (25%),20,371.4101,958666,115500,
231,13282 (50%),37,701.3535,1891594,115500,
231,19923 (75%),60,995.2052,3252897,115500,
232,3349 (12.5%),12,222.7173,538839,116000,
232,6699 (25%),20,370.9445,971679,116000,
232,13398 (50%),37,680.6591,1912555,116000,
232,20097 (75%),62,991.3852,3277836,116000,
233,3378 (12.5%),12,221.9040,543142,116500,
233,6757 (25%),20,377.2018,977961,116500,
233,13514 (50%),37,684.0100,1926467,116500,
233,20271 (75%),61,1003.5546,3291127,116500,
234,3407 (12.5%),12,223.5572,547858,117000,
234,6815 (25%),20,420.9692,979672,117000,
234,13630 (50%),37,699.8532,1944120,117000,
234,20445 (75%),61,1185.3070,3325632,117000,
235,3436 (12.5%),12,255.7590,548766,117500,
235,6873 (25%),20,434.6008,992235,117500,
235,13747 (50%),37,807.2970,1963943,117500,
235,20621 (75%),62,1180.9769,3344380,117500,
236,3466 (12.5%),12,263.3412,552269,118000,
236,6932 (25%),20,446.9666,997669,118000,
236,13865 (50%),38,836.6687,1969691,118000,
236,20797 (75%),61,1220.8943,3379874,118000,
237,3495 (12.5%),12,260.7288,560562,118500,
237,6991 (25%),20,459.0411,1006223,118500,
237,13983 (50%),37,823.7958,1993519,118500,
237,20974 (75%),62,1062.0947,3395189,118500,
238,3525 (12.5%),12,240.2349,564642,119000,
238,7050 (25%),20,431.9780,1014482,119000,
238,14101 (50%),38,812.1533,2000230,119000,
238,21152 (75%),62,1189.7364,3451248,119000,
239,3555 (12.5%),13,267.9303,564859,119500,
239,7110 (25%),21,455.6675,1013897,119500,
239,14220 (50%),38,847.6593,2010981,119500,
239,21330 (75%),62,1212.4994,3450953,119500,
240,3585 (12.5%),13,270.7896,573704,120000,
240,7170 (25%),20,460.6147,1027667,120000,
240,14340 (50%),38,847.9843,2032092,120000,
240,21510 (75%),63,1230.8376,3484155,120000,
241,3615 (12.5%),12,249.7704,575966,120500,
241,7230 (25%),21,404.9811,1037266,120500,
241,14460 (50%),38,733.7942,2053107,120500,
241,21690 (75%),63,1216.0511,3501975,120500,
242,3645 (12.5%),13,268.2838,579103,121000,
242,7290 (25%),21,412.3178,1046532,121000,
242,14580 (50%),38,756.6535,2059392,121000,
242,21870 (75%),63,1087.8639,3528149,121000,
243,3675 (12.5%),13,240.9832,585194,121500,
243,7350 (25%),21,406.1325,1050282,121500,
243,14701 (50%),39,748.6959,2090409,121500,
243,22052 (75%),63,1092.0236,3557667,121500,
244,3705 (12.5%),13,241.5309,586987,122000,
244,7411 (25%),21,409.1916,1060054,122000,
244,14823 (50%),39,751.4954,2102509,122000,
244,22234 (75%),63,1116.9424,3587663,122000,
245,3736 (12.5%),13,244.0660,591608,122500,
245,7472 (25%),21,412.1497,1071943,122500,
245,14945 (50%),39,762.3792,2107882,122500,
245,22417 (75%),64,1119.2272,3630428,122500,
246,3766 (12.5%),13,246.2513,596277,123000,
246,7533 (25%),21,419.9545,1076938,123000,
246,15067 (50%),39,760.7827,2123984,123000,
246,22601 (75%),64,1117.7554,3626642,123000,
247,3797 (12.5%),13,246.7258,603370,123500,
247,7595 (25%),21,419.8184,1082338,123500,
247,15190 (50%),39,766.6042,2144795,123500,
247,22785 (75%),64,1128.6879,3667443,123500,
248,3828 (12.5%),13,247.5841,605774,124000,
248,7657 (25%),21,425.9539,1089088,124000,
248,15314 (50%),39,771.9400,2148876,124000,
248,22971 (75%),64,1137.0864,3691663,124000,
249,3859 (12.5%),13,250.8388,607104,124500,
249,7719 (25%),21,424.9411,1099280,124500,
249,15438 (50%),38,776.6049,2172192,124500,
249,23157 (75%),64,1145.5023,3718277,124500,
250,3890 (12.5%),13,252.4624,613688,125000,
250,7781 (25%),21,427.2110,1105171,125000,
250,15562 (50%),39,782.9869,2184630,125000,
250,23343 (75%),64,1151.9117,3753459,125000,
251,3921 (12.5%),13,253.5548,619541,125500,
251,7843 (25%),21,431.7420,1113286,125500,
251,15687 (50%),39,788.4653,2202688,125500,
251,23531 (75%),65,1166.0855,3796458,125500,
252,3953 (12.5%),13,255.7359,623732,126000,
252,7906 (25%),21,433.7983,1120775,126000,
252,15813 (50%),39,795.3281,2228256,126000,
252,23719 (75%),65,1169.8985,3823261,126000,
253,3984 (12.5%),13,256.2811,627573,126500,
253,7969 (25%),21,435.4484,1130147,126500,
253,15939 (50%),39,798.6422,2240428,126500,
253,23908 (75%),65,1178.4482,3826672,126500,
254,4016 (12.5%),13,258.3535,632294,127000,
254,8032 (25%),22,436.4705,1138960,127000,
254,16065 (50%),40,801.0499,2248257,127000,
254,24098 (75%),66,1179.9510,3872769,127000,
255,4048 (12.5%),13,260.5903,634007,127500,
255,8096 (25%),22,442.6138,1149323,127500,
255,16192 (50%),40,809.2306,2276246,127500,
255,24288 (75%),65,1190.9368,3884455,127500,
256,4080 (12.5%),13,263.8297,638617,128000,
256,8160 (25%),22,445.1249,1156784,128000,
256,16320 (50%),40,813.0202,2292319,128000,
256,24480 (75%),66,1198.5035,3930663,128000,
257,4112 (12.5%),13,266.0351,647446,128500,
257,8224 (25%),22,451.5889,1163894,128500,
257,16448 (50%),40,822.2108,2297744,128500,
257,24672 (75%),66,1231.6709,3945212,128500,
258,4144 (12.5%),13,266.6900,652395,129000,
258,8288 (25%),22,455.7457,1170838,129000,
258,16576 (50%),41,828.4137,2328605,129000,
258,24864 (75%),66,1225.9188,3991638,129000,
259,4176 (12.5%),13,270.3018,656094,129500,
259,8352 (25%),22,462.3363,1185898,129500,
259,16705 (50%),40,849.7961,2344135,129500,
259,25058 (75%),67,1261.6951,3993279,129500,
260,4208 (12.5%),13,273.5901,655555,130000,
260,8417 (25%),22,467.1435,1186767,130000,
260,16835 (50%),40,854.1954,2354314,130000,
260,25252 (75%),67,1259.8515,4016649,130000,
261,4241 (12.5%),13,276.4580,663122,130500,
261,8482 (25%),22,468.7150,1194711,130500,
261,16965 (50%),41,859.5698,2365631,130500,
261,25447 (75%),67,1267.6990,4065436,130500,
262,4273 (12.5%),13,279.1255,666660,131000,
262,8547 (25%),22,473.0561,1200439,131000,
262,17095 (50%),40,863.8461,2382197,131000,
262,25643 (75%),67,1272.2607,4088025,131000,
263,4306 (12.5%),13,278.2547,673031,131500,
263,8613 (25%),22,474.9837,1213786,131500,
263,17226 (50%),41,871.7549,2405006,131500,
263,25839 (75%),66,1285.0003,4106942,131500,
264,4339 (12.5%),14,279.8285,676575,132000,
264,8679 (25%),22,483.0399,1221433,132000,
264,17358 (50%),41,883.8243,2411082,132000,
264,26037 (75%),68,1298.9295,4156940,132000,
265,4372 (12.5%),14,284.5802,680502,132500,
265,8745 (25%),22,489.0690,1230488,132500,
265,17490 (50%),41,882.0760,2437022,132500,
265,26235 (75%),68,1304.8365,4173212,132500,
266,4405 (12.5%),13,284.9150,684977,133000,
266,8811 (25%),22,489.5980,1233541,133000,
266,17622 (50%),41,915.6897,2446080,133000,
266,26433 (75%),67,1321.2459,4202887,133000,
267,4438 (12.5%),13,289.0944,693123,133500,
267,8877 (25%),22,496.0408,1243141,133500,
267,17755 (50%),41,910.5151,2466385,133500,
267,26633 (75%),69,1334.0821,4238150,133500,
268,4472 (12.5%),14,292.2127,695946,134000,
268,8944 (25%),22,503.4528,1250531,134000,
268,17889 (50%),41,918.2489,2487314,134000,
268,26833 (75%),68,1358.3286,4267197,134000,
269,4505 (12.5%),14,294.9522,697333,134500,
269,9011 (25%),23,505.1129,1261012,134500,
269,18023 (50%),42,929.4055,2495428,134500,
269,27034 (75%),68,1410.0139,4292852,134500,
270,4539 (12.5%),14,303.3731,707310,135000,
270,9078 (25%),23,511.3611,1270582,135000,
270,18157 (50%),42,938.7712,2520263,135000,
270,27236 (75%),69,1383.3599,4316481,135000,
271,4573 (12.5%),14,298.9550,707964,135500,
271,9146 (25%),23,514.6005,1279134,135500,
271,18292 (50%),42,939.5506,2529877,135500,
271,27438 (75%),69,1390.1474,4363264,135500,
272,4607 (12.5%),13,300.6759,713917,136000,
272,9214 (25%),23,516.0546,1280382,136000,
272,18428 (50%),43,948.7841,2556553,136000,
272,27642 (75%),69,1392.8881,4386082,136000,
273,4641 (12.5%),14,304.3425,717940,136500,
273,9282 (25%),23,520.5874,1297115,136500,
273,18564 (50%),42,951.8168,2566707,136500,
273,27846 (75%),70,1405.6726,4402099,136500,
274,4675 (12.5%),14,305.3958,726050,137000,
274,9350 (25%),22,530.1368,1301568,137000,
274,18700 (50%),43,962.5766,2601170,137000,
274,28050 (75%),71,1427.6004,4458492,137000,
275,4709 (12.5%),14,309.8865,729829,137500,
275,9418 (25%),23,526.0143,1315495,137500,
275,18837 (50%),42,971.7536,2611294,137500,
275,28256 (75%),70,1430.5708,4475282,137500,
276,4743 (12.5%),14,310.3714,735939,138000,
276,9487 (25%),23,530.8900,1324193,138000,
276,18975 (50%),41,976.8486,2617568,138000,
276,28462 (75%),71,1451.1719,4500417,138000,
277,4778 (12.5%),14,313.3574,738384,138500,
277,9556 (25%),23,538.4660,1330410,138500,
277,19113 (50%),43,985.5652,2637099,138500,
277,28669 (75%),69,1456.0430,4530994,138500,
278,4812 (12.5%),14,314.0776,745498,139000,
278,9625 (25%),23,544.0395,1336774,139000,
278,19251 (50%),42,998.0934,2661699,139000,
278,28877 (75%),71,1483.6993,4553557,139000,
279,4847 (12.5%),14,319.4549,745833,139500,
279,9695 (25%),23,576.7136,1349471,139500,
279,19390 (50%),42,1200.3999,2677286,139500,
279,29085 (75%),69,1549.0532,4586881,139500,
280,4882 (12.5%),14,328.2344,753987,140000,
280,9765 (25%),23,564.0910,1359758,140000,
280,19530 (50%),43,1033.3495,2692683,140000,
280,29295 (75%),71,1533.3760,4629467,140000,
281,4917 (12.5%),14,330.4431,755772,140500,
281,9835 (25%),23,582.8662,1363707,140500,
281,19670 (50%),43,1047.6127,2713659,140500,
281,29505 (75%),72,1531.9026,4642755,140500,
282,4952 (12.5%),14,330.9314,757955,141000,
282,9905 (25%),23,572.6061,1378652,141000,
282,19810 (50%),43,1050.1993,2725363,141000,
282,29715 (75%),71,1543.2601,4666399,141000,
283,4987 (12.5%),14,333.6923,768518,141500,
283,9975 (25%),24,576.0727,1376996,141500,
283,19951 (50%),43,1049.4623,2744409,141500,
283,29927 (75%),72,1554.2412,4713599,141500,
284,5023 (12.5%),14,335.1085,770202,142000,
284,10046 (25%),24,574.6551,1394169,142000,
284,20093 (50%),43,1062.5684,2760315,142000,
284,30139 (75%),72,1564.6305,4741972,142000,
285,5058 (12.5%),14,338.5658,777043,142500,
285,10117 (25%),23,583.5218,1402671,142500,
285,20235 (50%),43,1076.8950,2778696,142500,
285,30352 (75%),73,1574.6329,4761536,142500,
286,5094 (12.5%),14,340.7912,778966,143000,
286,10188 (25%),24,587.2154,1407878,143000,
286,20377 (50%),44,1077.5008,2795008,143000,
286,30566 (75%),72,1607.7440,4797968,143000,
287,5130 (12.5%),14,340.6723,785050,143500,
287,10260 (25%),23,590.5750,1413788,143500,
287,20520 (50%),44,1094.0690,2829100,143500,
287,30780 (75%),73,1599.4875,4825691,143500,
288,5166 (12.5%),14,344.5053,787232,144000,
288,10332 (25%),23,598.2702,1432190,144000,
288,20664 (50%),43,1100.5855,2836336,144000,
288,30996 (75%),72,1620.6596,4863527,144000,
289,5202 (12.5%),14,349.5705,791427,144500,
289,10404 (25%),24,604.8782,1436207,144500,
289,20808 (50%),44,1120.4426,2854497,144500,
289,31212 (75%),73,1631.9489,4905738,144500,
290,5238 (12.5%),14,349.0841,803710,145000,
290,10476 (25%),24,603.8501,1442319,145000,
290,20952 (50%),45,1113.3957,2874964,145000,
290,31428 (75%),73,1642.6656,4919803,145000,
291,5274 (12.5%),14,357.6314,808453,145500,
291,10548 (25%),24,611.9881,1450271,145500,
291,21097 (50%),44,1124.3684,2886928,145500,
291,31646 (75%),73,1669.8251,4950161,145500,
292,5310 (12.5%),14,357.3031,805415,146000,
292,10621 (25%),24,619.6392,1458251,146000,
292,21243 (50%),45,1144.5603,2913713,146000,
292,31864 (75%),74,1680.3744,4993918,146000,
293,5347 (12.5%),15,357.8374,815460,146500,
293,10694 (25%),24,619.5915,1471266,146500,
293,21389 (50%),45,1148.6895,2917836,146500,
293,32083 (75%),75,1781.3184,5021333,146500,
294,5383 (12.5%),14,449.6834,820416,147000,
294,10767 (25%),24,760.9925,1485648,147000,
294,21535 (50%),45,1285.4385,2945122,147000,
294,32303 (75%),73,1698.2975,5056380,147000,
295,5420 (12.5%),15,361.2113,825768,147500,
295,10841 (25%),24,631.3853,1495852,147500,
295,21682 (50%),45,1153.7533,2957881,147500,
295,32523 (75%),74,1700.6953,5113358,147500,
296,5457 (12.5%),14,362.5116,830678,148000,
296,10915 (25%),24,629.9760,1499191,148000,
296,21830 (50%),45,1175.5030,2972155,148000,
296,32745 (75%),74,1858.8097,5128326,148000,
297,5494 (12.5%),15,368.0408,837600,148500,
297,10989 (25%),24,634.6092,1510819,148500,
297,21978 (50%),44,1173.1071,2998086,148500,
297,32967 (75%),75,1725.9541,5161093,148500,
298,5531 (12.5%),15,366.7424,840655,149000,
298,11063 (25%),24,640.7733,1514817,149000,
298,22126 (50%),46,1182.2016,3021644,149000,
298,33189 (75%),76,1753.9535,5205737,149000,
299,5568 (12.5%),15,371.7961,843363,149500,
299,11137 (25%),24,643.4274,1532418,149500,
299,22275 (50%),45,1176.0998,3025400,149500,
299,33413 (75%),75,1734.3161,5187076,149500,
300,5606 (12.5%),15,370.6470,851179,150000,
300,11212 (25%),24,644.5298,1535792,150000,
300,22425 (50%),46,1193.0232,3059685,150000,
300,33637 (75%),75,1761.2729,5250617,150000,
301,5643 (12.5%),14,373.6851,856476,150500,
301,11287 (25%),24,654.2199,1548967,150500,
301,22575 (50%),46,1204.6540,3084605,150500,
301,33862 (75%),76,1773.8075,5264858,150500,
302,5681 (12.5%),15,377.0876,857043,151000,
302,11362 (25%),24,658.1004,1553529,151000,
302,22725 (50%),46,1213.4497,3088521,151000,
302,34088 (75%),76,1790.3574,5328551,151000,
303,5719 (12.5%),15,379.5695,866984,151500,
303,11438 (25%),25,662.8971,1567321,151500,
303,22876 (50%),45,1218.5128,3101188,151500,
303,34314 (75%),77,1807.7474,5354454,151500,
304,5757 (12.5%),15,382.1645,871724,152000,
304,11514 (25%),25,667.5160,1571457,152000,
304,23028 (50%),46,1228.9126,3140653,152000,
304,34542 (75%),77,1818.4125,5371701,152000,
305,5795 (12.5%),15,385.0582,877326,152500,
305,11590 (25%),25,665.6537,1585089,152500,
305,23180 (50%),46,1234.0667,3154600,152500,
305,34770 (75%),77,1825.4893,5413982,152500,
306,5833 (12.5%),15,386.4100,879184,153000,
306,11666 (25%),25,670.8925,1590542,153000,
306,23332 (50%),46,1249.5227,3167951,153000,
306,34998 (75%),77,1856.8461,5450460,153000,
307,5871 (12.5%),15,387.7325,884728,153500,
307,11742 (25%),25,680.3927,1598259,153500,
307,23485 (50%),47,1248.9023,3189895,153500,
307,35228 (75%),78,1841.5704,5470155,153500,
308,5909 (12.5%),15,391.5005,891100,154000,
308,11819 (25%),25,707.3815,1612190,154000,
308,23639 (50%),46,1342.1428,3204211,154000,
308,35458 (75%),77,1886.6966,5504391,154000,
309,5948 (12.5%),15,397.3131,891716,154500,
309,11896 (25%),25,692.6224,1615162,154500,
309,23793 (50%),47,1288.8212,3228571,154500,
309,35689 (75%),77,1911.5191,5545669,154500,
310,5986 (12.5%),15,402.9572,899594,155000,
310,11973 (25%),24,701.9162,1629160,155000,
310,23947 (50%),47,1296.8361,3237372,155000,
310,35921 (75%),77,1934.7475,5576974,155000,
311,6025 (12.5%),15,412.2734,905900,155500,
311,12051 (25%),25,712.7216,1634922,155500,
311,24102 (50%),47,1329.5643,3264859,155500,
311,36153 (75%),78,1954.9496,5631951,155500,
312,6064 (12.5%),15,410.8005,910191,156000,
312,12129 (25%),25,719.7299,1650466,156000,
312,24258 (50%),47,1333.4548,3288892,156000,
312,36387 (75%),78,1970.7489,5655465,156000,
313,6103 (12.5%),15,414.4454,916076,156500,
313,12207 (25%),25,725.4441,1656341,156500,
313,24414 (50%),47,1336.2973,3300829,156500,
313,36621 (75%),79,1952.5568,5676691,156500,
314,6142 (12.5%),15,420.5856,921210,157000,
314,12285 (25%),25,728.0815,1667108,157000,
314,24570 (50%),48,1339.1223,3313105,157000,
314,36855 (75%),79,1971.1823,5714371,157000,
315,6181 (12.5%),15,414.9935,926873,157500,
315,12363 (25%),26,726.4566,1680786,157500,
315,24727 (50%),47,1338.3162,3338537,157500,
315,37091 (75%),79,1984.6363,5756951,157500,
316,6221 (12.5%),15,418.0634,932057,158000,
316,12442 (25%),25,728.1966,1682823,158000,
316,24885 (50%),48,1351.4316,3362619,158000,
316,37327 (75%),79,2010.4592,5790579,158000,
317,6260 (12.5%),15,418.9477,939200,158500,
317,12521 (25%),25,733.2933,1696125,158500,
317,25043 (50%),48,1357.1427,3380423,158500,
317,37564 (75%),79,2007.1337,5809598,158500,
318,6300 (12.5%),15,422.3893,944055,159000,
318,12600 (25%),26,742.9767,1702707,159000,
318,25201 (50%),47,1382.3891,3397236,159000,
318,37802 (75%),79,2038.3217,5824508,159000,
319,6340 (12.5%),15,425.6635,945440,159500,
319,12680 (25%),26,745.7197,1714839,159500,
319,25360 (50%),48,1387.5787,3414070,159500,
319,38040 (75%),80,2024.7240,5870344,159500,
320,6380 (12.5%),15,426.8312,957284,160000,
320,12760 (25%),26,769.5374,1727960,160000,
320,25520 (50%),48,1385.8726,3432487,160000,
320,38280 (75%),79,2050.1418,5906116,160000,
321,6420 (12.5%),15,436.1539,956613,160500,
321,12840 (25%),25,750.5476,1740584,160500,
321,25680 (50%),48,1390.3480,3446572,160500,
321,38520 (75%),81,2056.8240,5966230,160500,
322,6460 (12.5%),16,432.4005,963102,161000,
322,12920 (25%),26,760.5131,1741301,161000,
322,25840 (50%),49,1403.8813,3473820,161000,
322,38760 (75%),79,2063.0310,5980725,161000,
323,6500 (12.5%),15,434.9167,966512,161500,
323,13000 (25%),26,759.7468,1756715,161500,
323,26001 (50%),48,1410.0661,3490449,161500,
323,39002 (75%),81,2096.3306,6009778,161500,
324,6540 (12.5%),16,434.8271,972147,162000,
324,13081 (25%),26,766.4266,1761929,162000,
324,26163 (50%),48,1421.7384,3523179,162000,
324,39244 (75%),81,2104.4602,6049857,162000,
325,6581 (12.5%),15,436.9762,977777,162500,
325,13162 (25%),26,768.6498,1770925,162500,
325,26325 (50%),49,1426.6291,3539988,162500,
325,39487 (75%),81,2110.3144,6084571,162500,
326,6621 (12.5%),16,441.4155,986224,163000,
326,13243 (25%),26,774.4765,1781294,163000,
326,26487 (50%),49,1434.0520,3558776,163000,
326,39731 (75%),80,2124.8500,6119674,163000,
327,6662 (12.5%),15,446.7130,988001,163500,
327,13325 (25%),26,780.8907,1795441,163500,
327,26650 (50%),48,1446.1532,3566127,163500,
327,39975 (75%),81,2149.8048,6151279,163500,
328,6703 (12.5%),15,446.7995,996209,164000,
328,13407 (25%),26,789.8669,1805492,164000,
328,26814 (50%),49,1463.5057,3593978,164000,
328,40221 (75%),81,2145.4535,6198080,164000,
329,6744 (12.5%),16,448.5321,1000139,164500,
329,13489 (25%),26,790.0834,1815594,164500,
329,26978 (50%),49,1466.0013,3622345,164500,
329,40467 (75%),81,2164.0146,6215831,164500,
330,6785 (12.5%),16,452.0814,1002050,165000,
330,13571 (25%),26,795.2366,1824210,165000,
330,27142 (50%),49,1479.4900,3634942,165000,
330,40713 (75%),82,2200.2378,6259855,165000,
331,6826 (12.5%),16,453.8939,1009921,165500,
331,13653 (25%),26,810.0429,1834211,165500,
331,27307 (50%),49,1488.5128,3662313,165500,
331,40961 (75%),82,2208.5443,6291769,165500,
332,6868 (12.5%),16,455.6925,1018223,166000,
332,13736 (25%),26,807.7149,1839444,166000,
332,27473 (50%),50,1494.8261,3667955,166000,
332,41209 (75%),83,2211.8688,6349582,166000,
333,6909 (12.5%),16,458.1227,1019494,166500,
333,13819 (25%),27,812.3014,1846496,166500,
333,27639 (50%),49,1510.3192,3698349,166500,
333,41458 (75%),83,2233.4526,6376115,166500,
334,6951 (12.5%),15,463.7790,1028546,167000,
334,13902 (25%),27,819.4566,1857990,167000,
334,27805 (50%),50,1519.5773,3721955,167000,
334,41708 (75%),82,2250.9515,6408617,167000,
335,6993 (12.5%),16,464.9277,1033581,167500,
335,13986 (25%),27,824.2223,1869272,167500,
335,27972 (50%),49,1520.5960,3726436,167500,
335,41958 (75%),83,2257.7903,6422629,167500,
336,7035 (12.5%),16,469.2125,1039778,168000,
336,14070 (25%),27,830.8325,1881481,168000,
336,28140 (50%),50,1540.8413,3741182,168000,
336,42210 (75%),83,2285.4619,6478213,168000,
337,7077 (12.5%),16,473.8076,1045805,168500,
337,14154 (25%),27,834.4443,1897150,168500,
337,28308 (50%),50,1546.5987,3776747,168500,
337,42462 (75%),82,2291.4007,6498254,168500,
338,7119 (12.5%),16,475.8437,1051775,169000,
338,14238 (25%),27,841.2380,1897824,169000,
338,28476 (50%),51,1557.1799,3801094,169000,
338,42714 (75%),83,2308.1429,6529317,169000,
339,7161 (12.5%),16,484.5040,1058596,169500,
339,14322 (25%),27,844.9428,1909812,169500,
339,28645 (50%),50,1574.5497,3814933,169500,
339,42968 (75%),83,2327.1973,6580463,169500,
340,7203 (12.5%),16,481.7052,1058027,170000,
340,14407 (25%),27,852.5279,1919438,170000,
340,28815 (50%),51,1579.9110,3836818,170000,
340,43222 (75%),83,2340.9445,6611672,170000,
341,7246 (12.5%),16,482.0609,1066725,170500,
341,14492 (25%),27,855.2651,1930984,170500,
341,28985 (50%),51,1586.0331,3849294,170500,
341,43477 (75%),84,2347.3830,6658548,170500,
342,7288 (12.5%),16,487.3159,1074516,171000,
342,14577 (25%),27,854.8646,1943274,171000,
342,29155 (50%),51,1598.6717,3866844,171000,
342,43733 (75%),83,2373.0636,6688489,171000,
343,7331 (12.5%),16,492.1324,1076964,171500,
343,14663 (25%),27,862.8991,1954187,171500,
343,29326 (50%),50,1612.0656,3894304,171500,
343,43989 (75%),84,2390.2631,6720986,171500,
344,7374 (12.5%),16,491.8885,1083392,172000,
344,14749 (25%),27,874.9216,1969720,172000,
344,29498 (50%),51,1623.4019,3932451,172000,
344,44247 (75%),85,2400.1367,6760622,172000,
345,7417 (12.5%),16,497.7365,1088849,172500,
345,14835 (25%),27,881.5937,1978928,172500,
345,29670 (50%),51,1634.8906,3942106,172500,
345,44505 (75%),85,2431.7605,6793922,172500,
346,7460 (12.5%),16,498.7543,1092486,173000,
346,14921 (25%),27,889.2741,1987162,173000,
346,29842 (50%),50,1653.5885,3979855,173000,
346,44763 (75%),85,2450.2161,6822967,173000,
347,7503 (12.5%),16,500.1481,1102982,173500,
347,15007 (25%),27,888.5009,1994464,173500,
347,30015 (50%),52,1661.7248,3981048,173500,
347,45023 (75%),85,2444.0351,6873326,173500,
348,7547 (12.5%),16,506.3007,1103309,174000,
348,15094 (25%),27,893.6412,2009606,174000,
348,30189 (50%),52,1662.9286,4005545,174000,
348,45283 (75%),85,2471.1709,6891281,174000,
349,7590 (12.5%),16,506.9351,1113393,174500,
349,15181 (25%),27,898.8376,2011235,174500,
349,30363 (50%),52,1691.6673,4028181,174500,
