Vertices,Edge %,Chromatic Number,Exec Time,Precision
400,59850 (75%),97,3407.7635,
401,10025 (12.5%),18,726.5997,
401,20050 (25%),31,1271.5747,
401,40100 (50%),58,2508.4562,
401,60150 (75%),96,3785.6991,
402,10075 (12.5%),18,779.2494,
402,20150 (25%),30,1298.6953,
402,40300 (50%),58,2570.5583,
402,60450 (75%),96,3729.8200,
403,10125 (12.5%),18,844.7127,
403,20250 (25%),31,1332.0537,
403,40501 (50%),58,2612.0470,
403,60752 (75%),97,3784.1167,
404,10175 (12.5%),18,753.2032,
404,20351 (25%),31,1436.9090,
404,40703 (50%),58,2555.1851,
404,61054 (75%),97,4083.9150,
405,10226 (12.5%),18,859.7777,
405,20452 (25%),31,1339.7202,
405,40905 (50%),57,2549.1066,
405,61357 (75%),98,3756.2289,
406,10276 (12.5%),18,727.5746,
406,20553 (25%),31,1272.0506,
406,41107 (50%),59,2527.1533,
406,61661 (75%),98,3751.4825,
407,10327 (12.5%),18,765.7502,
407,20655 (25%),31,1405.0398,
407,41310 (50%),58,2748.1627,
407,61965 (75%),98,3731.5123,
408,10378 (12.5%),18,820.1480,
408,20757 (25%),31,1298.1155,
408,41514 (50%),59,2473.5608,
408,62271 (75%),97,3878.8786,
409,10429 (12.5%),18,904.1364,
409,20859 (25%),31,1418.2098,
409,41718 (50%),57,2546.6864,
409,62577 (75%),98,3948.3604,
410,10480 (12.5%),18,755.0669,
410,20961 (25%),31,1389.5268,
410,41922 (50%),59,2539.5844,
410,62883 (75%),98,3756.4912,
411,10531 (12.5%),18,775.5988,
411,21063 (25%),31,1413.2116,
411,42127 (50%),59,2500.4334,
411,63191 (75%),99,4234.0224,
412,10583 (12.5%),19,907.1832,
412,21166 (25%),31,1645.6242,
412,42333 (50%),59,2557.1196,
412,63499 (75%),99,4285.4233,
413,10634 (12.5%),19,1087.6904,
413,21269 (25%),31,2099.0386,
413,42539 (50%),58,2647.7926,
413,63808 (75%),99,4129.8678,
414,10686 (12.5%),19,868.6850,
414,21372 (25%),31,1479.3780,
414,42745 (50%),59,2573.9367,
414,64118 (75%),99,4045.5186,
415,10738 (12.5%),18,881.0182,
415,21476 (25%),31,1410.5530,
415,42952 (50%),59,3191.5736,
415,64428 (75%),99,4156.1177,
416,10790 (12.5%),19,842.6914,
416,21580 (25%),31,1477.9451,
416,43160 (50%),59,2634.3043,
416,64740 (75%),99,4609.3071,
417,10842 (12.5%),19,1377.6383,
417,21684 (25%),31,1429.5559,
417,43368 (50%),59,3044.5044,
417,65052 (75%),98,4113.0052,
418,10894 (12.5%),19,802.6574,
418,21788 (25%),32,1486.2795,
418,43576 (50%),60,2634.1064,
418,65364 (75%),100,4507.4282,
419,10946 (12.5%),19,904.6974,
419,21892 (25%),32,1450.2933,
419,43785 (50%),60,2652.7994,
419,65678 (75%),100,4069.7157,
420,10998 (12.5%),19,856.0565,
420,21997 (25%),32,1508.5363,
420,43995 (50%),60,2696.3127,
420,65992 (75%),101,4020.3483,
421,11051 (12.5%),19,845.7420,
421,22102 (25%),32,1407.3606,
421,44205 (50%),60,2797.9090,
421,66307 (75%),100,3853.6928,
422,11103 (12.5%),19,803.5357,
422,22207 (25%),32,1444.0684,
422,44415 (50%),60,2904.9001,
422,66623 (75%),101,3779.3524,
423,11156 (12.5%),19,792.4755,
423,22313 (25%),31,1387.8000,
423,44626 (50%),60,2624.0683,
423,66939 (75%),101,3759.8715,
424,11209 (12.5%),19,795.3577,
424,22419 (25%),32,1400.2950,
424,44838 (50%),60,2569.5267,
424,67257 (75%),102,3770.4513,
425,11262 (12.5%),19,796.5634,
425,22525 (25%),32,1396.9986,
425,45050 (50%),60,2592.0181,
425,67575 (75%),100,3904.8963,
426,11315 (12.5%),19,810.3409,
426,22631 (25%),32,1404.9909,
426,45262 (50%),60,2575.9120,
426,67893 (75%),100,3825.7658,
427,11368 (12.5%),19,795.2061,
427,22737 (25%),32,1394.9034,
427,45475 (50%),60,2568.3517,
427,68213 (75%),101,3816.9825,
428,11422 (12.5%),19,793.9379,
428,22844 (25%),32,1404.9482,
428,45689 (50%),61,2597.5697,
428,68533 (75%),102,3845.6688,
429,11475 (12.5%),19,820.7026,
429,22951 (25%),32,1457.2887,
429,45903 (50%),61,2613.5638,
429,68854 (75%),103,3833.4959,
430,11529 (12.5%),19,805.9525,
430,23058 (25%),32,1419.0698,
430,46117 (50%),61,2577.1501,
430,69176 (75%),103,3817.7714,
431,11583 (12.5%),19,793.8194,
431,23166 (25%),32,1400.7454,
431,46332 (50%),61,2652.1740,
431,69498 (75%),103,3841.3301,
432,11637 (12.5%),19,806.2544,
432,23274 (25%),31,1423.7037,
432,46548 (50%),61,2612.1783,
432,69822 (75%),102,3871.3160,
433,11691 (12.5%),19,806.7806,
433,23382 (25%),32,1428.1020,
433,46764 (50%),61,2620.4700,
433,70146 (75%),103,3975.1039,
434,11745 (12.5%),19,815.3939,
434,23490 (25%),32,1422.8432,
434,46980 (50%),61,2604.2271,
434,70470 (75%),103,3956.2972,
435,11799 (12.5%),19,808.3198,
435,23598 (25%),32,1422.4622,
435,47197 (50%),62,2609.1671,
435,70796 (75%),104,3851.8829,
436,11853 (12.5%),19,958.6084,
436,23707 (25%),32,1448.8842,
436,47415 (50%),61,2662.6425,
436,71122 (75%),103,3932.4915,
437,11908 (12.5%),19,822.6564,
437,23816 (25%),33,1488.1554,
437,47633 (50%),62,2616.3180,
437,71449 (75%),104,3879.4453,
438,11962 (12.5%),19,817.8654,
438,23925 (25%),32,1431.9251,
438,47851 (50%),62,2636.8206,
438,71777 (75%),105,3910.1861,
439,12017 (12.5%),19,815.7933,
439,24035 (25%),33,1433.9147,
439,48070 (50%),62,2769.5959,
439,72105 (75%),103,4063.1049,
440,12072 (12.5%),19,842.4499,
440,24145 (25%),33,1467.4110,
440,48290 (50%),61,2715.3139,
440,72435 (75%),104,4648.6506,
441,12127 (12.5%),19,1411.2175,
441,24255 (25%),33,2251.6668,
441,48510 (50%),63,3510.6111,
441,72765 (75%),104,4909.9529,
442,12182 (12.5%),19,1098.9628,
442,24365 (25%),32,1833.6134,
442,48730 (50%),62,3073.1058,
442,73095 (75%),105,4325.4905,
443,12237 (12.5%),19,855.9160,
443,24475 (25%),33,1503.0975,
443,48951 (50%),62,2748.9884,
443,73427 (75%),106,4041.4391,
444,12293 (12.5%),19,847.9877,
444,24586 (25%),33,1498.2312,
444,49173 (50%),62,2751.7691,
444,73759 (75%),106,4065.2175,
445,12348 (12.5%),19,843.6143,
445,24697 (25%),33,1499.7854,
445,49395 (50%),63,2786.5160,
445,74092 (75%),105,4809.4542,
446,12404 (12.5%),20,930.0950,
446,24808 (25%),33,1661.4070,
446,49617 (50%),63,3151.6712,
446,74426 (75%),106,4283.0677,
447,12460 (12.5%),20,906.1813,
447,24920 (25%),33,1606.6051,
447,49840 (50%),63,2916.9424,
447,74760 (75%),105,4260.5126,
448,12516 (12.5%),20,886.1225,
448,25032 (25%),33,1552.2380,
448,50064 (50%),64,2888.6073,
448,75096 (75%),106,4589.8690,
449,12572 (12.5%),20,894.1364,
449,25144 (25%),33,1576.3228,
449,50288 (50%),63,2919.4353,
449,75432 (75%),105,4515.1162,
450,12628 (12.5%),19,941.1139,
450,25256 (25%),33,1576.0527,
450,50512 (50%),63,3063.1382,
450,75768 (75%),106,4330.5483,
451,12684 (12.5%),20,897.5370,
451,25368 (25%),33,1584.8517,
451,50737 (50%),63,2935.6151,
451,76106 (75%),107,4329.2718,
452,12740 (12.5%),20,888.7568,
452,25481 (25%),33,1766.8076,
452,50963 (50%),64,3117.9368,
452,76444 (75%),106,4600.0204,
453,12797 (12.5%),20,970.3727,
453,25594 (25%),33,1786.2327,
453,51189 (50%),63,3286.4313,
453,76783 (75%),107,4721.1900,
454,12853 (12.5%),20,1089.6633,
454,25707 (25%),33,2001.4586,
454,51415 (50%),64,3442.5535,
454,77123 (75%),107,5134.3431,
455,12910 (12.5%),20,1084.4221,
455,25821 (25%),34,1837.0445,
455,51642 (50%),64,3124.4698,
455,77463 (75%),107,4668.5686,
456,12967 (12.5%),20,984.7493,
456,25935 (25%),33,1731.5562,
456,51870 (50%),64,3621.2647,
456,77805 (75%),107,5061.0397,
457,13024 (12.5%),20,1041.9888,
457,26049 (25%),34,2066.7012,
457,52098 (50%),64,3073.5037,
457,78147 (75%),108,4711.2052,
458,13081 (12.5%),20,952.1618,
458,26163 (25%),34,1860.2159,
458,52326 (50%),65,3257.2865,
458,78489 (75%),108,4990.3231,
459,13138 (12.5%),20,945.5135,
459,26277 (25%),34,1676.8515,
459,52555 (50%),65,3129.2183,
459,78833 (75%),107,4593.4105,
460,13196 (12.5%),20,968.2524,
460,26392 (25%),34,1661.4814,
460,52785 (50%),65,3185.7970,
460,79177 (75%),109,4834.9309,
461,13253 (12.5%),20,1079.8757,
461,26507 (25%),34,1867.7304,
461,53015 (50%),64,3397.2950,
461,79522 (75%),109,4893.4696,
462,13311 (12.5%),20,1044.3082,
462,26622 (25%),34,1987.1278,
462,53245 (50%),65,3407.3679,
462,79868 (75%),109,4918.0317,
463,13369 (12.5%),20,985.3137,
463,26738 (25%),34,1719.1508,
463,53476 (50%),65,3315.1863,
463,80214 (75%),109,4704.4005,
464,13427 (12.5%),20,972.5468,
464,26854 (25%),34,1786.6926,
464,53708 (50%),65,3281.2438,
464,80562 (75%),110,4759.5024,
465,13485 (12.5%),20,959.5945,
465,26970 (25%),34,1721.5476,
465,53940 (50%),65,3108.9859,
465,80910 (75%),110,4974.2427,
466,13543 (12.5%),20,1007.8881,
466,27086 (25%),34,1840.7221,
466,54172 (50%),65,3238.3802,
466,81258 (75%),110,5816.6625,
467,13601 (12.5%),20,1023.7479,
467,27202 (25%),34,1936.4758,
467,54405 (50%),65,3291.1618,
467,81608 (75%),110,5036.0005,
468,13659 (12.5%),20,1047.3475,
468,27319 (25%),35,1990.4442,
468,54639 (50%),66,3395.0949,
468,81958 (75%),110,5059.0849,
469,13718 (12.5%),20,1013.5727,
469,27436 (25%),34,1691.7939,
469,54873 (50%),66,3312.5405,
469,82309 (75%),111,4911.1931,
470,13776 (12.5%),20,991.1029,
470,27553 (25%),34,1820.6298,
470,55107 (50%),66,3347.8947,
470,82661 (75%),111,4944.5474,
471,13835 (12.5%),20,1036.3803,
471,27671 (25%),34,1782.2950,
471,55342 (50%),66,3268.6985,
471,83013 (75%),110,5018.0836,
472,13894 (12.5%),20,1000.6485,
472,27789 (25%),35,1836.0806,
472,55578 (50%),66,3262.2635,
472,83367 (75%),111,5155.1454,
473,13953 (12.5%),20,1048.1102,
473,27907 (25%),35,2014.8263,
473,55814 (50%),65,3348.7184,
473,83721 (75%),110,4928.9615,
474,14012 (12.5%),20,1003.7992,
474,28025 (25%),35,1990.5772,
474,56050 (50%),66,3435.2639,
474,84075 (75%),112,4913.5067,
475,14071 (12.5%),20,993.5119,
475,28143 (25%),35,1789.6576,
475,56287 (50%),66,3325.8295,
475,84431 (75%),112,4980.0043,
476,14131 (12.5%),20,1102.5486,
476,28262 (25%),35,1960.9523,
476,56525 (50%),66,3466.7289,
476,84787 (75%),112,5159.4574,
477,14190 (12.5%),21,1046.5481,
477,28381 (25%),35,1949.4448,
477,56763 (50%),66,3486.2759,
477,85144 (75%),111,5388.7825,
478,14250 (12.5%),20,1079.7510,
478,28500 (25%),35,1760.6659,
478,57001 (50%),67,3247.2792,
478,85502 (75%),113,4791.6045,
479,14310 (12.5%),21,983.5024,
479,28620 (25%),35,1751.2181,
479,57240 (50%),66,3215.1549,
479,85860 (75%),112,4801.5661,
480,14370 (12.5%),20,979.2597,
480,28740 (25%),35,1757.9687,
480,57480 (50%),66,3257.6509,
480,86220 (75%),112,4808.5666,
481,14430 (12.5%),20,984.1144,
481,28860 (25%),36,1754.0629,
481,57720 (50%),67,3255.7948,
481,86580 (75%),112,5198.4286,
482,14490 (12.5%),21,1520.4926,
482,28980 (25%),35,1917.6118,
482,57960 (50%),67,3744.2570,
482,86940 (75%),112,5517.1340,
483,14550 (12.5%),21,1245.9047,
483,29100 (25%),35,2097.1138,
483,58201 (50%),67,3901.3209,
483,87302 (75%),114,5750.4535,
484,14610 (12.5%),21,1106.2210,
484,29221 (25%),35,1996.5539,
484,58443 (50%),67,3754.7717,
484,87664 (75%),113,5583.9274,
485,14671 (12.5%),21,1162.1673,
485,29342 (25%),35,1926.4112,
485,58685 (50%),67,4173.9988,
485,88027 (75%),114,5853.3528,
486,14731 (12.5%),21,1038.4085,
486,29463 (25%),35,1815.5825,
486,58927 (50%),67,3552.3756,
486,88391 (75%),113,5238.9195,
487,14792 (12.5%),20,1138.4275,
487,29585 (25%),36,2371.8512,
487,59170 (50%),67,4094.6002,
487,88755 (75%),114,6444.3355,
488,14853 (12.5%),21,1206.4183,
488,29707 (25%),36,2003.4356,
488,59414 (50%),67,4085.8510,
488,89121 (75%),114,5521.8790,
489,14914 (12.5%),21,1242.5730,
489,29829 (25%),36,2635.1609,
489,59658 (50%),68,4057.2145,
489,89487 (75%),114,6002.7974,
490,14975 (12.5%),21,1152.7371,
490,29951 (25%),35,2204.3180,
490,59902 (50%),68,4173.1725,
490,89853 (75%),115,5602.2396,
491,15036 (12.5%),21,1091.5332,
491,30073 (25%),35,2241.2102,
491,60147 (50%),68,3707.0527,
491,90221 (75%),115,5554.0793,
492,15098 (12.5%),21,1093.7324,
492,30196 (25%),36,2017.3757,
492,60393 (50%),68,3580.0874,
492,90589 (75%),115,5990.1533,
493,15159 (12.5%),21,1465.8027,
493,30319 (25%),36,2372.5159,
493,60639 (50%),68,3941.7534,
493,90958 (75%),115,6002.1629,
494,15221 (12.5%),21,1229.3303,
494,30442 (25%),36,2034.0800,
494,60885 (50%),69,3900.3048,
494,91328 (75%),115,5849.5624,
495,15283 (12.5%),21,1168.1104,
495,30566 (25%),36,2378.1679,
495,61132 (50%),69,4422.1790,
495,91698 (75%),115,5986.0070,
496,15345 (12.5%),21,1252.0957,
496,30690 (25%),35,2587.3747,
496,61380 (50%),69,3772.1994,
496,92070 (75%),117,5457.5317,
497,15407 (12.5%),21,1132.2794,
497,30814 (25%),36,1980.2437,
497,61628 (50%),68,4008.5776,
497,92442 (75%),114,5567.8954,
498,15469 (12.5%),21,1448.3109,
498,30938 (25%),36,1990.1898,
498,61876 (50%),69,4133.5223,
498,92814 (75%),117,5234.8521,
499,15531 (12.5%),21,1115.4206,
499,31062 (25%),36,1950.6006,
499,62125 (50%),69,4173.4841,
499,93188 (75%),117,5851.7814,
500,15593 (12.5%),21,1226.0637,
500,31187 (25%),36,2228.7383,
500,62375 (50%),69,3866.9481,
500,93562 (75%),117,5298.8510,
