Vertices,Edge %,Chromatic Number,Exec Time,Basic Operations,Configurations Tested,Precision
321,12840 (25%),25,1.5366,3452,321,
321,25680 (50%),50,2.9109,6951,321,
321,38520 (75%),81,18.2626,11840,321,
322,6460 (12.5%),16,0.9010,1942,322,
322,12920 (25%),26,1.6093,3549,322,
322,25840 (50%),49,10.2813,7012,322,
322,38760 (75%),81,15.3627,12163,322,
323,6500 (12.5%),15,0.8979,1854,323,
323,13000 (25%),26,5.6629,3593,323,
323,26001 (50%),49,2.8720,7015,323,
323,39002 (75%),84,4.1964,12365,323,
324,6540 (12.5%),15,1.0672,1942,324,
324,13081 (25%),26,1.5969,3607,324,
324,26163 (50%),48,2.7173,6777,324,
324,39244 (75%),82,4.2186,12413,324,
325,6581 (12.5%),16,1.0822,1957,325,
325,13162 (25%),26,1.6060,3637,325,
325,26325 (50%),48,10.3519,6845,325,
325,39487 (75%),81,13.1261,12009,325,
326,6621 (12.5%),15,0.9379,1958,326,
326,13243 (25%),26,1.6174,3567,326,
326,26487 (50%),48,3.0959,7060,326,
326,39731 (75%),84,4.3895,12876,326,
327,6662 (12.5%),15,3.1710,2006,327,
327,13325 (25%),27,1.7147,3639,327,
327,26650 (50%),50,3.0344,7232,327,
327,39975 (75%),84,17.2606,12578,327,
328,6703 (12.5%),16,0.8759,2071,328,
328,13407 (25%),26,1.5101,3638,328,
328,26814 (50%),49,2.9616,7008,328,
328,40221 (75%),84,17.0102,12456,328,
329,6744 (12.5%),16,1.0464,2001,329,
329,13489 (25%),27,1.6613,3591,329,
329,26978 (50%),50,10.8829,7413,329,
329,40467 (75%),82,4.4110,12501,329,
330,6785 (12.5%),15,0.9656,1953,330,
330,13571 (25%),26,1.5914,3603,330,
330,27142 (50%),50,2.9645,7173,330,
330,40713 (75%),83,4.5481,12544,330,
331,6826 (12.5%),16,0.9630,2034,331,
331,13653 (25%),26,1.5390,3690,331,
331,27307 (50%),50,2.8467,7403,331,
331,40961 (75%),85,4.8885,13218,331,
332,6868 (12.5%),16,1.4548,2069,332,
332,13736 (25%),27,1.5604,3627,332,
332,27473 (50%),49,3.5055,7513,332,
332,41209 (75%),84,4.3421,12914,332,
333,6909 (12.5%),15,1.4193,1963,333,
333,13819 (25%),26,1.8542,3661,333,
333,27639 (50%),53,3.2334,7458,333,
333,41458 (75%),85,4.9019,12880,333,
334,6951 (12.5%),16,1.2770,2112,334,
334,13902 (25%),27,1.6842,3767,334,
334,27805 (50%),50,3.2763,7375,334,
334,41708 (75%),84,4.5345,12957,334,
335,6993 (12.5%),15,1.0300,2017,335,
335,13986 (25%),27,1.6086,3750,335,
335,27972 (50%),50,2.9788,7336,335,
335,41958 (75%),85,4.6930,12930,335,
336,7035 (12.5%),15,0.9923,2091,336,
336,14070 (25%),26,1.5998,3871,336,
336,28140 (50%),51,3.1388,7429,336,
336,42210 (75%),85,4.6241,13144,336,
337,7077 (12.5%),15,0.9701,2077,337,
337,14154 (25%),26,1.7109,3820,337,
337,28308 (50%),50,11.4141,7494,337,
337,42462 (75%),84,4.7677,13002,337,
338,7119 (12.5%),16,2.8462,2155,338,
338,14238 (25%),28,2.4621,3827,338,
338,28476 (50%),51,3.1931,7448,338,
338,42714 (75%),84,7.3462,12898,338,
339,7161 (12.5%),16,1.6699,2129,339,
339,14322 (25%),27,2.4385,3870,339,
339,28645 (50%),50,4.1294,7412,339,
339,42968 (75%),85,4.6971,12997,339,
340,7203 (12.5%),16,2.6772,2075,340,
340,14407 (25%),27,1.8697,3882,340,
340,28815 (50%),51,3.4602,7490,340,
340,43222 (75%),86,5.1770,13325,340,
341,7246 (12.5%),16,1.4222,2106,341,
341,14492 (25%),26,3.2146,3800,341,
341,28985 (50%),51,3.2737,7656,341,
341,43477 (75%),87,4.7331,13906,341,
342,7288 (12.5%),16,0.9751,2160,342,
342,14577 (25%),28,2.5208,3988,342,
342,29155 (50%),51,3.3872,7787,342,
342,43733 (75%),85,6.9716,13600,342,
343,7331 (12.5%),16,1.3387,2098,343,
343,14663 (25%),28,1.9715,3981,343,
343,29326 (50%),49,3.3565,7677,343,
343,43989 (75%),88,5.0733,13840,343,
344,7374 (12.5%),16,1.0388,2135,344,
344,14749 (25%),27,1.9262,3898,344,
344,29498 (50%),51,3.3164,7838,344,
344,44247 (75%),88,24.4026,14044,344,
345,7417 (12.5%),16,1.0359,2178,345,
345,14835 (25%),27,1.7817,3989,345,
345,29670 (50%),52,4.1738,7930,345,
345,44505 (75%),86,5.0120,13876,345,
346,7460 (12.5%),16,1.1146,2218,346,
346,14921 (25%),27,1.7605,3948,346,
346,29842 (50%),53,3.3438,8068,346,
346,44763 (75%),87,4.9522,13977,346,
347,7503 (12.5%),16,1.1921,2221,347,
347,15007 (25%),28,2.1319,4135,347,
347,30015 (50%),52,3.4873,7915,347,
347,45023 (75%),86,5.2543,13622,347,
348,7547 (12.5%),17,1.0631,2178,348,
348,15094 (25%),27,1.8296,4057,348,
348,30189 (50%),52,3.6333,7932,348,
348,45283 (75%),89,5.4777,13992,348,
349,7590 (12.5%),17,1.0645,2319,349,
349,15181 (25%),27,1.8632,4084,349,
349,30363 (50%),52,4.3542,7862,349,
349,45544 (75%),89,6.7151,14414,349,
350,7634 (12.5%),16,1.2224,2164,350,
350,15268 (25%),27,10.5565,4119,350,
350,30537 (50%),52,14.7169,8080,350,
350,45806 (75%),91,5.4018,14229,350,
351,7678 (12.5%),16,1.0605,2244,351,
351,15356 (25%),27,7.3164,4130,351,
351,30712 (50%),55,3.4671,8426,351,
351,46068 (75%),86,7.4399,14001,351,
352,7722 (12.5%),16,1.0972,2183,352,
352,15444 (25%),28,2.3282,4136,352,
352,30888 (50%),53,4.6313,8201,352,
352,46332 (75%),89,5.2593,14217,352,
353,7766 (12.5%),17,1.2157,2344,353,
353,15532 (25%),28,2.1582,4063,353,
353,31064 (50%),53,3.5572,8429,353,
353,46596 (75%),88,5.4700,13983,353,
354,7810 (12.5%),17,1.0769,2290,354,
354,15620 (25%),28,2.3038,4236,354,
354,31240 (50%),55,4.1256,8439,354,
354,46860 (75%),89,6.1903,14359,354,
355,7854 (12.5%),16,1.3127,2248,355,
355,15708 (25%),27,2.7568,4069,355,
355,31417 (50%),53,4.1530,8324,355,
355,47126 (75%),91,5.5466,15087,355,
356,7898 (12.5%),16,1.1926,2452,356,
356,15797 (25%),27,1.9343,4141,356,
356,31595 (50%),52,3.5229,8210,356,
356,47392 (75%),90,5.8563,14709,356,
357,7943 (12.5%),17,1.1287,2335,357,
357,15886 (25%),28,1.9257,4140,357,
357,31773 (50%),54,3.9151,8409,357,
357,47659 (75%),91,11.4613,14868,357,
358,7987 (12.5%),17,1.1308,2235,358,
358,15975 (25%),27,7.0031,4184,358,
358,31951 (50%),53,3.6623,8552,358,
358,47927 (75%),88,23.0849,14280,358,
359,8032 (12.5%),16,1.3318,2354,359,
359,16065 (25%),28,2.3127,4120,359,
359,32130 (50%),54,3.6545,8646,359,
359,48195 (75%),90,21.3015,14782,359,
360,8077 (12.5%),17,1.1930,2343,360,
360,16155 (25%),28,2.1544,4187,360,
360,32310 (50%),53,3.8671,8553,360,
360,48465 (75%),90,19.5110,14940,360,
361,8122 (12.5%),18,1.3194,2444,361,
361,16245 (25%),29,2.3651,4394,361,
361,32490 (50%),53,4.9441,8680,361,
361,48735 (75%),88,6.5324,14804,361,
362,8167 (12.5%),18,2.2991,2354,362,
362,16335 (25%),30,2.2805,4283,362,
362,32670 (50%),53,3.8927,8579,362,
362,49005 (75%),88,5.7228,14271,362,
363,8212 (12.5%),17,6.1574,2414,363,
363,16425 (25%),28,2.5289,4243,363,
363,32851 (50%),53,3.7363,8547,363,
363,49277 (75%),92,5.9545,15185,363,
364,8258 (12.5%),17,5.4612,2471,364,
364,16516 (25%),28,2.2485,4345,364,
364,33033 (50%),54,4.2677,8729,364,
364,49549 (75%),89,5.8587,14976,364,
365,8303 (12.5%),17,4.8811,2355,365,
365,16607 (25%),28,2.1617,4264,365,
365,33215 (50%),55,3.9353,8691,365,
365,49822 (75%),90,5.8923,15041,365,
366,8349 (12.5%),17,1.2312,2507,366,
366,16698 (25%),29,2.1293,4512,366,
366,33397 (50%),53,16.3286,8744,366,
366,50096 (75%),89,6.0117,14998,366,
367,8395 (12.5%),16,1.1730,2524,367,
367,16790 (25%),29,1.9639,4504,367,
367,33580 (50%),54,3.7582,8872,367,
367,50370 (75%),91,27.0216,15289,367,
368,8441 (12.5%),17,1.1837,2440,368,
368,16882 (25%),28,2.1021,4496,368,
368,33764 (50%),57,4.2300,9276,368,
368,50646 (75%),90,5.6505,15086,368,
369,8487 (12.5%),17,1.1525,2539,369,
369,16974 (25%),29,2.1467,4391,369,
369,33948 (50%),56,3.6726,9193,369,
369,50922 (75%),90,5.9597,15236,369,
370,8533 (12.5%),17,1.2336,2539,370,
370,17066 (25%),28,2.1110,4433,370,
370,34132 (50%),56,4.2255,9419,370,
370,51198 (75%),89,6.4518,15298,370,
371,8579 (12.5%),17,1.2321,2490,371,
371,17158 (25%),30,2.6152,4505,371,
371,34317 (50%),53,4.0214,8936,371,
371,51476 (75%),95,6.4750,16235,371,
372,8625 (12.5%),17,1.1635,2460,372,
372,17251 (25%),29,2.1799,4489,372,
372,34503 (50%),54,4.3244,8940,372,
372,51754 (75%),93,6.2585,15927,372,
373,8672 (12.5%),17,1.2455,2629,373,
373,17344 (25%),28,2.1479,4550,373,
373,34689 (50%),55,3.9973,9069,373,
373,52033 (75%),90,6.2568,15390,373,
374,8718 (12.5%),17,1.2605,2523,374,
374,17437 (25%),30,3.2139,4687,374,
374,34875 (50%),56,4.1053,9154,374,
374,52313 (75%),91,9.3002,15889,374,
375,8765 (12.5%),18,1.2078,2632,375,
375,17531 (25%),29,2.2578,4602,375,
375,35062 (50%),55,4.8184,9269,375,
375,52593 (75%),92,6.4363,15765,375,
376,8812 (12.5%),17,1.3752,2556,376,
376,17625 (25%),30,2.2008,4822,376,
376,35250 (50%),55,5.8219,9264,376,
376,52875 (75%),89,6.2189,15386,376,
377,8859 (12.5%),17,1.2605,2585,377,
377,17719 (25%),30,2.3553,4663,377,
377,35438 (50%),55,4.2019,9301,377,
377,53157 (75%),91,6.2690,15822,377,
378,8906 (12.5%),17,1.2901,2566,378,
378,17813 (25%),29,2.5446,4761,378,
378,35626 (50%),56,4.2562,9377,378,
378,53439 (75%),92,6.0179,15895,378,
379,8953 (12.5%),17,1.2114,2579,379,
379,17907 (25%),29,2.2223,4636,379,
379,35815 (50%),54,4.5907,9030,379,
379,53723 (75%),95,7.7658,16565,379,
380,9001 (12.5%),17,1.3156,2584,380,
380,18002 (25%),30,2.5301,4886,380,
380,36005 (50%),54,4.6029,9499,380,
380,54007 (75%),92,6.1996,16076,380,
381,9048 (12.5%),18,4.9562,2603,381,
381,18097 (25%),30,10.1175,4771,381,
381,36195 (50%),57,20.6940,9723,381,
381,54292 (75%),94,13.3309,16192,381,
382,9096 (12.5%),17,5.0302,2666,382,
382,18192 (25%),31,2.1806,4893,382,
382,36385 (50%),56,4.7278,9475,382,
382,54578 (75%),94,24.9305,16266,382,
383,9144 (12.5%),18,5.6899,2750,383,
383,18288 (25%),30,5.0538,4752,383,
383,36576 (50%),56,4.9491,9615,383,
383,54864 (75%),92,8.8201,16280,383,
384,9192 (12.5%),18,1.3542,2659,384,
384,18384 (25%),30,2.2922,4860,384,
384,36768 (50%),56,4.3633,9803,384,
384,55152 (75%),94,20.9165,16407,384,
385,9240 (12.5%),18,1.2577,2631,385,
385,18480 (25%),29,2.1505,4780,385,
385,36960 (50%),56,17.8456,9520,385,
385,55440 (75%),94,6.4292,16765,385,
386,9288 (12.5%),18,1.5168,2742,386,
386,18576 (25%),30,2.4667,4967,386,
386,37152 (50%),57,4.1049,9824,386,
386,55728 (75%),92,7.5724,16060,386,
387,9336 (12.5%),18,1.4822,2650,387,
387,18672 (25%),29,11.4295,4873,387,
387,37345 (50%),57,4.2355,9759,387,
387,56018 (75%),95,6.2652,16697,387,
388,9384 (12.5%),17,1.3647,2683,388,
388,18769 (25%),31,2.8460,5045,388,
388,37539 (50%),54,4.3561,9291,388,
388,56308 (75%),97,6.4237,17382,388,
389,9433 (12.5%),18,1.3504,2719,389,
389,18866 (25%),30,2.4047,5007,389,
389,37733 (50%),56,4.6816,9468,389,
389,56599 (75%),98,6.3729,17713,389,
390,9481 (12.5%),17,1.5619,2761,390,
390,18963 (25%),29,2.6793,4689,390,
390,37927 (50%),57,19.2778,10146,390,
390,56891 (75%),96,6.4108,17368,390,
391,9530 (12.5%),17,1.4791,2717,391,
391,19061 (25%),30,2.3253,4908,391,
391,38122 (50%),58,4.4632,10098,391,
391,57183 (75%),95,6.5205,17291,391,
392,9579 (12.5%),18,1.3463,2794,392,
392,19159 (25%),29,2.9163,4988,392,
392,38318 (50%),56,5.1396,9923,392,
392,57477 (75%),97,7.3123,17812,392,
393,9628 (12.5%),18,1.3883,2785,393,
393,19257 (25%),30,2.2314,4960,393,
393,38514 (50%),59,5.6562,9983,393,
393,57771 (75%),99,8.5049,17831,393,
394,9677 (12.5%),18,6.0093,2778,394,
394,19355 (25%),31,2.4669,5187,394,
394,38710 (50%),56,4.9419,9883,394,
394,58065 (75%),93,11.3182,17116,394,
395,9726 (12.5%),18,1.3607,2855,395,
395,19453 (25%),32,2.7544,5110,395,
395,38907 (50%),56,4.7438,9676,395,
395,58361 (75%),96,24.3516,17607,395,
396,9776 (12.5%),18,1.3461,2845,396,
396,19552 (25%),30,2.2817,5112,396,
396,39105 (50%),58,4.5009,10212,396,
396,58657 (75%),97,6.5737,17378,396,
397,9825 (12.5%),19,1.4012,2817,397,
397,19651 (25%),30,2.3181,5115,397,
397,39303 (50%),58,4.5941,10192,397,
397,58954 (75%),97,6.8352,17634,397,
398,9875 (12.5%),19,1.3988,2798,398,
398,19750 (25%),30,2.3341,4970,398,
398,39501 (50%),58,5.0390,10440,398,
398,59252 (75%),98,6.8316,17935,398,
399,9925 (12.5%),18,1.3490,2911,399,
399,19850 (25%),31,2.5449,5147,399,
399,39700 (50%),59,5.7793,10436,399,
399,59550 (75%),96,6.6552,17725,399,
400,9975 (12.5%),18,1.4162,2868,400,
400,19950 (25%),31,3.1171,5224,400,
400,39900 (50%),58,4.5030,10234,400,
400,59850 (75%),99,6.9196,17698,400,
401,10025 (12.5%),17,1.8318,2746,401,
401,20050 (25%),31,2.3842,5212,401,
401,40100 (50%),57,4.9887,10505,401,
401,60150 (75%),97,7.4496,17998,401,
402,10075 (12.5%),19,1.7965,2945,402,
402,20150 (25%),31,2.5182,5180,402,
402,40300 (50%),58,5.5189,10259,402,
402,60450 (75%),100,7.1130,18174,402,
403,10125 (12.5%),18,1.3528,2883,403,
403,20250 (25%),30,3.9680,5082,403,
403,40501 (50%),59,4.6697,10749,403,
403,60752 (75%),99,7.4542,17611,403,
404,10175 (12.5%),18,1.5793,2957,404,
404,20351 (25%),31,2.6550,5386,404,
404,40703 (50%),59,5.6140,10654,404,
404,61054 (75%),100,7.5772,18521,404,
405,10226 (12.5%),18,1.3916,2945,405,
405,20452 (25%),30,2.5926,5391,405,
405,40905 (50%),59,4.9124,10687,405,
405,61357 (75%),98,7.7727,18211,405,
406,10276 (12.5%),19,1.5268,2874,406,
406,20553 (25%),30,2.5330,5208,406,
406,41107 (50%),59,4.9784,10682,406,
406,61661 (75%),101,7.3435,18722,406,
407,10327 (12.5%),18,1.3666,2927,407,
407,20655 (25%),32,2.5871,5522,407,
407,41310 (50%),60,5.9276,10847,407,
407,61965 (75%),98,8.7085,18351,407,
408,10378 (12.5%),19,1.7612,2940,408,
408,20757 (25%),31,2.5589,5367,408,
408,41514 (50%),59,5.4743,10824,408,
408,62271 (75%),98,7.9885,18237,408,
409,10429 (12.5%),18,1.4691,3028,409,
409,20859 (25%),31,2.5039,5240,409,
409,41718 (50%),58,23.2131,10791,409,
409,62577 (75%),100,36.5157,19118,409,
410,10480 (12.5%),19,6.3624,2988,410,
410,20961 (25%),32,2.5418,5481,410,
410,41922 (50%),60,5.2743,10700,410,
410,62883 (75%),101,7.9536,19113,410,
411,10531 (12.5%),18,1.4937,2974,411,
411,21063 (25%),30,2.7354,5360,411,
411,42127 (50%),59,24.5545,10835,411,
411,63191 (75%),102,7.5574,19382,411,
412,10583 (12.5%),19,1.4510,2924,412,
412,21166 (25%),31,2.7263,5406,412,
412,42333 (50%),59,7.0212,11006,412,
412,63499 (75%),100,7.6301,19178,412,
413,10634 (12.5%),18,1.4920,2910,413,
413,21269 (25%),30,4.0336,5443,413,
413,42539 (50%),60,6.4621,11019,413,
413,63808 (75%),101,7.9899,19275,413,
414,10686 (12.5%),19,1.5242,3082,414,
414,21372 (25%),31,10.4537,5395,414,
414,42745 (50%),60,5.0485,11259,414,
414,64118 (75%),101,7.2465,19280,414,
415,10738 (12.5%),18,6.0313,3000,415,
415,21476 (25%),32,2.7134,5657,415,
415,42952 (50%),60,6.1324,11282,415,
415,64428 (75%),103,8.2726,19751,415,
416,10790 (12.5%),19,8.1239,3044,416,
416,21580 (25%),32,2.8579,5607,416,
416,43160 (50%),61,5.2898,10950,416,
416,64740 (75%),99,36.2914,18669,416,
417,10842 (12.5%),18,1.8861,3011,417,
417,21684 (25%),31,3.0515,5278,417,
417,43368 (50%),60,6.5334,11192,417,
417,65052 (75%),99,10.7403,18873,417,
418,10894 (12.5%),19,1.7216,3006,418,
418,21788 (25%),32,2.7955,5587,418,
418,43576 (50%),59,20.6232,11165,418,
418,65364 (75%),98,7.6180,19287,418,
419,10946 (12.5%),19,3.7992,3078,419,
419,21892 (25%),32,4.7867,5597,419,
419,43785 (50%),61,5.8057,11242,419,
419,65678 (75%),104,7.8387,19811,419,
420,10998 (12.5%),18,1.4505,2992,420,
420,21997 (25%),31,3.5353,5625,420,
420,43995 (50%),60,6.4189,11197,420,
420,65992 (75%),101,9.0606,19476,420,
421,11051 (12.5%),19,5.9879,3098,421,
421,22102 (25%),32,2.7387,5757,421,
421,44205 (50%),61,5.3618,11570,421,
421,66307 (75%),100,8.0194,19062,421,
422,11103 (12.5%),18,1.4908,3144,422,
422,22207 (25%),33,3.1006,5899,422,
422,44415 (50%),61,26.5491,11175,422,
422,66623 (75%),103,7.6270,19766,422,
423,11156 (12.5%),18,2.1491,3106,423,
423,22313 (25%),33,2.6071,5801,423,
423,44626 (50%),61,5.3811,11249,423,
423,66939 (75%),101,7.7548,19698,423,
424,11209 (12.5%),19,1.4625,3113,424,
424,22419 (25%),31,2.6600,5600,424,
424,44838 (50%),61,9.1944,11586,424,
424,67257 (75%),104,7.7798,20112,424,
425,11262 (12.5%),18,1.5416,3181,425,
425,22525 (25%),34,2.9655,5792,425,
425,45050 (50%),61,5.1172,11406,425,
425,67575 (75%),100,7.8857,19722,425,
426,11315 (12.5%),19,1.6346,3048,426,
426,22631 (25%),31,2.8222,5696,426,
426,45262 (50%),61,5.2590,11638,426,
426,67893 (75%),102,31.6410,20337,426,
427,11368 (12.5%),19,1.5140,3159,427,
427,22737 (25%),32,10.0214,5704,427,
427,45475 (50%),63,5.0604,11862,427,
427,68213 (75%),103,8.0452,20154,427,
428,11422 (12.5%),19,1.5657,3253,428,
428,22844 (25%),32,3.0880,5716,428,
428,45689 (50%),60,5.4736,11725,428,
428,68533 (75%),103,8.2676,20335,428,
429,11475 (12.5%),19,1.4980,3168,429,
429,22951 (25%),32,2.8937,5842,429,
429,45903 (50%),61,5.1024,11614,429,
429,68854 (75%),104,8.0097,20346,429,
430,11529 (12.5%),19,2.2137,3250,430,
430,23058 (25%),32,2.8868,5927,430,
430,46117 (50%),63,5.4176,11954,430,
430,69176 (75%),105,7.9687,21434,430,
431,11583 (12.5%),19,1.5659,3298,431,
431,23166 (25%),32,2.9006,5962,431,
431,46332 (50%),63,5.2526,11867,431,
431,69498 (75%),104,11.9910,20319,431,
432,11637 (12.5%),19,1.5912,3249,432,
432,23274 (25%),31,3.1319,5814,432,
432,46548 (50%),63,5.0852,12162,432,
432,69822 (75%),105,33.3891,20628,432,
433,11691 (12.5%),20,1.5881,3281,433,
433,23382 (25%),33,2.9085,6053,433,
433,46764 (50%),63,5.3065,12037,433,
433,70146 (75%),104,8.3225,20784,433,
434,11745 (12.5%),20,1.5938,3332,434,
434,23490 (25%),34,2.8512,6029,434,
434,46980 (50%),61,7.7550,11961,434,
434,70470 (75%),105,13.7150,21071,434,
435,11799 (12.5%),20,6.4578,3331,435,
435,23598 (25%),33,2.8908,6115,435,
435,47197 (50%),63,5.3048,12366,435,
435,70796 (75%),105,8.1077,21071,435,
436,11853 (12.5%),19,6.4545,3305,436,
436,23707 (25%),33,2.8305,6014,436,
436,47415 (50%),62,5.4650,12209,436,
436,71122 (75%),108,29.7322,21365,436,
437,11908 (12.5%),19,1.6162,3354,437,
437,23816 (25%),33,2.7900,6095,437,
437,47633 (50%),61,5.6655,12241,437,
437,71449 (75%),108,8.5704,21802,437,
438,11962 (12.5%),19,6.0041,3361,438,
438,23925 (25%),34,3.7010,6140,438,
438,47851 (50%),63,8.6157,12182,438,
438,71777 (75%),104,8.1079,21256,438,
439,12017 (12.5%),20,1.6935,3359,439,
439,24035 (25%),32,2.9640,5954,439,
439,48070 (50%),62,20.1392,12500,439,
439,72105 (75%),107,9.6173,21275,439,
440,12072 (12.5%),19,1.6062,3432,440,
440,24145 (25%),32,3.5648,6175,440,
440,48290 (50%),62,5.8651,12307,440,
440,72435 (75%),109,8.7841,21733,440,
441,12127 (12.5%),19,1.7231,3357,441,
441,24255 (25%),33,3.8702,6348,441,
441,48510 (50%),62,6.0432,12160,441,
441,72765 (75%),107,9.6836,21823,441,
442,12182 (12.5%),19,2.0671,3329,442,
442,24365 (25%),33,3.3596,6296,442,
442,48730 (50%),65,6.1760,12409,442,
442,73095 (75%),104,8.7695,21583,442,
443,12237 (12.5%),20,1.6301,3418,443,
443,24475 (25%),33,2.9190,6224,443,
443,48951 (50%),63,5.6863,12206,443,
443,73427 (75%),108,8.6393,22071,443,
444,12293 (12.5%),20,1.6718,3443,444,
444,24586 (25%),33,3.0806,6304,444,
444,49173 (50%),65,5.5680,12615,444,
444,73759 (75%),104,8.4672,21664,444,
445,12348 (12.5%),20,6.9752,3441,445,
445,24697 (25%),34,3.3607,6303,445,
445,49395 (50%),64,5.7185,12518,445,
445,74092 (75%),104,8.5599,21419,445,
446,12404 (12.5%),20,1.9076,3544,446,
446,24808 (25%),33,3.0899,6328,446,
446,49617 (50%),62,7.2598,12432,446,
446,74426 (75%),108,9.7549,22506,446,
447,12460 (12.5%),19,1.7629,3445,447,
447,24920 (25%),32,13.6728,6223,447,
447,49840 (50%),64,5.8181,12782,447,
447,74760 (75%),108,8.7717,22011,447,
448,12516 (12.5%),19,2.0032,3451,448,
448,25032 (25%),33,3.0754,6234,448,
448,50064 (50%),66,5.9626,12970,448,
448,75096 (75%),109,9.1984,22482,448,
449,12572 (12.5%),19,6.2447,3412,449,
449,25144 (25%),32,2.9941,6232,449,
449,50288 (50%),65,5.8470,12864,449,
449,75432 (75%),109,9.7106,22470,449,
450,12628 (12.5%),19,7.0047,3571,450,
450,25256 (25%),34,3.9289,6322,450,
450,50512 (50%),63,5.7797,12775,450,
450,75768 (75%),106,8.9948,22090,450,
451,12684 (12.5%),20,6.8400,3540,451,
451,25368 (25%),34,3.2012,6426,451,
451,50737 (50%),63,6.6707,12816,451,
451,76106 (75%),108,9.3834,22473,451,
452,12740 (12.5%),21,1.6785,3599,452,
452,25481 (25%),34,3.2566,6495,452,
452,50963 (50%),63,6.3922,12635,452,
452,76444 (75%),106,9.8710,22288,452,
453,12797 (12.5%),20,1.8835,3571,453,
453,25594 (25%),33,3.6721,6305,453,
453,51189 (50%),64,6.1395,13065,453,
453,76783 (75%),108,9.3098,22803,453,
454,12853 (12.5%),20,2.1915,3560,454,
454,25707 (25%),34,3.8517,6458,454,
454,51415 (50%),65,6.2726,13039,454,
454,77123 (75%),109,9.1271,23170,454,
455,12910 (12.5%),20,1.9126,3639,455,
455,25821 (25%),33,3.2735,6769,455,
455,51642 (50%),66,6.2647,13188,455,
455,77463 (75%),109,9.9504,22494,455,
456,12967 (12.5%),20,1.8234,3618,456,
456,25935 (25%),34,3.4027,6392,456,
456,51870 (50%),63,23.8643,13001,456,
456,77805 (75%),109,11.8556,22844,456,
457,13024 (12.5%),20,2.0027,3558,457,
457,26049 (25%),33,3.7415,6566,457,
457,52098 (50%),64,6.6726,13226,457,
457,78147 (75%),107,9.4895,22621,457,
458,13081 (12.5%),20,2.0366,3715,458,
458,26163 (25%),35,3.4735,6593,458,
458,52326 (50%),64,6.4406,12747,458,
458,78489 (75%),109,9.3474,23115,458,
459,13138 (12.5%),21,7.2367,3740,459,
459,26277 (25%),34,3.2632,6557,459,
459,52555 (50%),65,6.3643,13264,459,
459,78833 (75%),110,10.2406,23127,459,
460,13196 (12.5%),20,1.8446,3620,460,
460,26392 (25%),34,3.0522,6698,460,
460,52785 (50%),67,6.3553,13731,460,
460,79177 (75%),113,9.1143,23409,460,
461,13253 (12.5%),19,3.3071,3629,461,
461,26507 (25%),34,3.4804,6812,461,
461,53015 (50%),65,24.1621,13165,461,
461,79522 (75%),110,11.5688,23570,461,
462,13311 (12.5%),19,1.9398,3631,462,
462,26622 (25%),33,3.4683,6522,462,
462,53245 (50%),65,6.7818,13350,462,
462,79868 (75%),109,13.3045,23194,462,
463,13369 (12.5%),20,1.9112,3689,463,
463,26738 (25%),35,3.6535,6798,463,
463,53476 (50%),65,6.4163,13529,463,
463,80214 (75%),111,9.5382,23445,463,
464,13427 (12.5%),19,1.8523,3700,464,
464,26854 (25%),34,3.7034,6660,464,
464,53708 (50%),67,6.2816,13490,464,
464,80562 (75%),113,9.4726,24205,464,
465,13485 (12.5%),20,1.8966,3831,465,
465,26970 (25%),34,4.3495,6825,465,
465,53940 (50%),67,6.3035,13977,465,
465,80910 (75%),112,9.9201,24068,465,
466,13543 (12.5%),20,2.0192,3679,466,
466,27086 (25%),35,3.5608,6830,466,
466,54172 (50%),66,6.3605,13913,466,
466,81258 (75%),113,9.7294,24136,466,
467,13601 (12.5%),20,8.0328,3697,467,
467,27202 (25%),33,3.4440,6757,467,
467,54405 (50%),66,6.6311,13672,467,
467,81608 (75%),112,12.0332,23872,467,
468,13659 (12.5%),21,1.8449,3825,468,
468,27319 (25%),34,4.9105,6666,468,
468,54639 (50%),66,33.1881,14132,468,
468,81958 (75%),113,11.0536,23919,468,
469,13718 (12.5%),19,1.9600,3694,469,
469,27436 (25%),34,3.5424,7035,469,
469,54873 (50%),66,11.7011,13658,469,
469,82309 (75%),111,12.8186,23902,469,
470,13776 (12.5%),20,1.8549,3908,470,
470,27553 (25%),35,3.5126,6927,470,
470,55107 (50%),66,7.0314,14283,470,
470,82661 (75%),108,10.1697,23663,470,
471,13835 (12.5%),20,8.2028,3866,471,
471,27671 (25%),34,3.6108,7050,471,
471,55342 (50%),68,11.6026,14283,471,
471,83013 (75%),114,17.6208,24835,471,
472,13894 (12.5%),20,1.9159,3796,472,
472,27789 (25%),35,4.2067,7100,472,
472,55578 (50%),67,6.8073,14322,472,
472,83367 (75%),112,9.9494,24264,472,
473,13953 (12.5%),21,2.2399,3863,473,
473,27907 (25%),35,3.4616,7033,473,
473,55814 (50%),66,7.4832,14164,473,
473,83721 (75%),112,11.5697,24865,473,
474,14012 (12.5%),19,2.2333,3758,474,
474,28025 (25%),36,3.3777,7194,474,
474,56050 (50%),66,7.8461,14129,474,
474,84075 (75%),113,10.3645,24937,474,
475,14071 (12.5%),20,2.2707,3986,475,
475,28143 (25%),35,3.6156,7169,475,
475,56287 (50%),68,6.4240,14239,475,
475,84431 (75%),112,9.8395,24758,475,
476,14131 (12.5%),21,2.7180,4035,476,
